nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 13:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 13:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 13:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 12:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 13:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 13:00:00",2150,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 13:00:00",1150,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 14:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 14:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 14:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 13:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 14:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 14:20:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 14:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 14:20:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 14:00:00",1870,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 14:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 14:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 14:10:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 14:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 14:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 14:00:00",2150,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 14:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 14:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 14:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 14:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 13:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 14:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 14:50:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 14:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 14:50:00",1700,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 14:00:00",1870,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 14:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 14:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 14:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 14:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 14:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 14:00:00",2150,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 14:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 15:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 15:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 15:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 15:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 15:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 15:20:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 15:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 15:20:00",1640,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 15:00:00",1680,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 15:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 15:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 15:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 15:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 15:00:00",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 15:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 15:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 15:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 15:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 15:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 15:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 15:50:00",20,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 15:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 15:50:00",1610,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 15:00:00",1680,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 15:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 15:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 15:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 15:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 15:00:00",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 15:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 16:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 16:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 16:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 16:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 16:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 16:20:00",20,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 16:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 16:10:00",1580,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 16:00:00",1600,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 16:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 16:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 16:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 16:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 16:00:00",1700,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 16:00:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 16:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 16:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 16:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 16:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 16:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 16:50:00",20,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 16:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 16:50:00",1540,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 16:00:00",1600,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 16:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 16:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 16:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 16:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 16:00:00",1700,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 16:00:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 17:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 17:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 17:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 16:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 17:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 17:20:00",20,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 17:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 17:20:00",1520,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 17:00:00",1430,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 17:00:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 17:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 17:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 17:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 17:00:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 17:00:00",950,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 17:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 17:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 17:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 16:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 17:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 17:50:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 17:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 17:50:00",1490,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 17:00:00",1430,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 17:00:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 17:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 17:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 17:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 17:00:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 17:00:00",950,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 18:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 18:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 18:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 18:00:00",5350,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 18:00:00",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 18:20:00",30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 18:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 18:20:00",1490,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 18:00:00",1450,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 18:00:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 18:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 18:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 18:00:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 18:00:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 18:00:00",900,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 18:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 18:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 18:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 18:00:00",5350,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 18:00:00",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 18:50:00",40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 18:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 18:50:00",1490,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 18:00:00",1450,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 18:00:00",700,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 18:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 18:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 15:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 18:00:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 18:00:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 18:00:00",900,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 19:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 19:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 19:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 19:00:00",5350,"Status : Normal"
