tahun,nama_provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,status_dalam_keluarga,jumlah
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Lainnya,2
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Menantu,14
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Mertua,9
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Orang Tua,170
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Suami,2
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,,522
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Anak,17102
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cucu,190
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Famili Lain,357
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Istri,8930
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Kepala Keluarga,12355
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Menantu,9
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Mertua,31
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Orang Tua,123
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Suami,1
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,,346
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Anak,24478
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cucu,192
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Famili Lain,422
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Istri,12041
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Kepala Keluarga,17435
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Lainnya,2
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Menantu,14
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Mertua,59
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Orang Tua,206
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,,572
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Anak,21612
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Cucu,265
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Famili Lain,245
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Istri,11127
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Kepala Keluarga,15589
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Lainnya,2
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Menantu,16
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Mertua,27
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Orang Tua,157
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,,906
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Anak,13971
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cucu,127
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Famili Lain,392
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Istri,7426
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Kepala Keluarga,10404
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Lainnya,3
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Menantu,14
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Mertua,56
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Orang Tua,131
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Suami,1
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,,180
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Anak,8946
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cucu,165
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Famili Lain,217
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Istri,4538
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Kepala Keluarga,7332
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Lainnya,2
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Menantu,10
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Mertua,34
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Orang Tua,68
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Suami,2
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,,527
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Anak,10541
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Cucu,167
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Famili Lain,355
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Istri,5270
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Kepala Keluarga,8785
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Lainnya,6
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Menantu,10
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Mertua,29
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Orang Tua,60
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,,508
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Anak,19138
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cucu,213
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Famili Lain,798
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Istri,9438
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Kepala Keluarga,15189
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Lainnya,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Menantu,5
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Mertua,44
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Orang Tua,80
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Suami,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,,131
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Anak,18926
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Cucu,205
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Famili Lain,622
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Istri,9011
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Kepala Keluarga,14260
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Lainnya,4
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Menantu,6
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Mertua,47
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Orang Tua,97
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Suami,4
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,,506
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Anak,18186
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Cucu,237
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Famili Lain,406
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Istri,8674
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Kepala Keluarga,14285
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Lainnya,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Menantu,4
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Mertua,9
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Orang Tua,70
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Suami,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,,516
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Anak,12171
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Cucu,135
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Famili Lain,320
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Istri,5958
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Kepala Keluarga,9621
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Menantu,2
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Mertua,18
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Orang Tua,30
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Suami,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,,242
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Anak,15001
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Cucu,198
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Famili Lain,232
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Istri,7448
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Kepala Keluarga,12162
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Menantu,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Mertua,20
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Orang Tua,42
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Suami,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,,460
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Anak,1459
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Cucu,23
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Famili Lain,26
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Istri,706
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Kepala Keluarga,1368
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Menantu,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Orang Tua,6
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,,93
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Anak,1298
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Cucu,11
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Famili Lain,37
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Istri,672
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Kepala Keluarga,1249
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Mertua,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Orang Tua,14
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,,13
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Anak,8416
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cucu,102
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Famili Lain,326
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Istri,3988
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Kepala Keluarga,6690
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Mertua,5
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Orang Tua,52
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Suami,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,,48
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Anak,4876
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Cucu,77
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Famili Lain,77
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Istri,2312
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Kepala Keluarga,4220
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Menantu,4
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Mertua,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Orang Tua,33
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,,230
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Anak,14494
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cucu,149
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Famili Lain,517
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Istri,7056
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Kepala Keluarga,11700
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Lainnya,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Menantu,5
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Mertua,24
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Orang Tua,92
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,,209
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Anak,13954
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cucu,174
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Famili Lain,526
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Istri,6872
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Kepala Keluarga,11298
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Lainnya,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Menantu,2
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Mertua,22
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Orang Tua,67
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Suami,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,,154
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Anak,1862
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Cucu,38
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Famili Lain,28
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Istri,869
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Kepala Keluarga,1661
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Mertua,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Orang Tua,11
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,,126
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Anak,3073
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Cucu,44
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Famili Lain,43
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Istri,1491
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Kepala Keluarga,2571
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Lainnya,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Menantu,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Mertua,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Orang Tua,11
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,,72
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Anak,9936
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cucu,94
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Famili Lain,142
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Istri,4878
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Kepala Keluarga,7503
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Menantu,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Mertua,23
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Orang Tua,39
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,,219
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Anak,11190
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cucu,89
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Famili Lain,125
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Istri,5544
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Kepala Keluarga,9046
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Menantu,2
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Mertua,25
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Orang Tua,54
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,,266
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Anak,23033
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cucu,267
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Famili Lain,67
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Istri,11238
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Kepala Keluarga,17678
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Lainnya,4
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Menantu,10
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Mertua,76
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Orang Tua,133
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Suami,2
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,,1081
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Anak,17565
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cucu,112
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Famili Lain,213
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Istri,8462
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Kepala Keluarga,13207
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Lainnya,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Menantu,1
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Mertua,29
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Orang Tua,62
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,,421
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Anak,6821
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Cucu,65
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Famili Lain,125
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Istri,3324
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Kepala Keluarga,5406
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Mertua,3
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Orang Tua,10
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,,130
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Anak,12667
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Cucu,161
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Famili Lain,169
